bismil بِسْمِ
maEakumm مَعَكُمْ
eafagVro أَفَغَيْرَ
dInil دِينِ
yaBgUna يَبْغُونَ
walahUU وَلَهُ
pCEaww طَوْعًا
wakarhaww وَكَرْهًا
yurjaEUn يُرْجَعُونَ
EalAA عَلَىٰ
wannabiyyUna وَالنَّبِيُّونَ
yaBtagi يَبْتَغِ
eislAmi الْإِسْلَامِ
dInaN دِينًا
yuqbala يُقْبَلَ
qCmaN قَوْمًا
eImAnihim إِيمَانِهِمْ
waXahidUU وَشَهِدُوا
eannar أَنَّ
Haqquww حَقٌّ
wajAAeahumul وَجَاءَهُمُ
jazAAeuhum جَزَاؤُهُمْ
laEnataL لَعْنَةَ
zdAdU ازْدَادُوا
kufrol كُفْرًا
tuqbala تُقْبَلَ
tWbatuhum تَوْبَتُهُمْ
humuM هُمُ
MOOOllUn الضَّالُّونَ
kuffAruN كُفَّارٌ
eaHadihimm أَحَدِهِمْ
mileul مِلْءُ
cahabaww ذَهَبًا
walawi وَلَوِ
ftadA افْتَدَىٰ
ealImuww أَلِيمٌ
tanAlUl تَنَالُوا
tuHibbUna تُحِبُّونَ
kullup كُلُّ
poEAmi الطَّعَامِ
Hillal حِلًّا
libanII لِبَنِي
eisrOOeIlu إِسْرَائِيلُ
nafsihI نَفْسِهِ
tunazzalat تُنَزَّلَ
bittWrOti بِالتَّوْرَاةِ
fatlUhAA فَاتْلُوهَا
ftarO افْتَرَىٰ
Sodaqol صَدَقَ
fattabiEU فَاتَّبِعُوا
bYtiww بَيْتٍ
wuMiEa وُضِعَ
lallacI لَلَّذِي
bibakkata بِبَكَّةَ
mubArokaww مُبَارَكًا
wahudal وَهُدًى
lilEAlamIn لِلْعَالَمِينَ
eAyAtummm آيَاتٌ
bayyinAtumm بَيِّنَاتٌ
maqOmu مَقَامُ
daxolahU دَخَلَهُ
walillAhi وَلِلَّهِ
Hijjul حِجُّ
stapOEa اسْتَطَاعَ
sabIlaww سَبِيلًا
XahIdun شَهِيدٌ
taSuddUna تَصُدُّونَ
taBgUnahA تَبْغُونَهَا
Eiwajaww عِوَجًا
XuhadAAeu شُهَدَاءُ
tupIEU تُطِيعُوا
yaruddUkummm يَرُدُّوكُمْ
kAfirIn كَافِرِينَ
wakYfa وَكَيْفَ
tutlA تُتْلَىٰ
wafIkum وَفِيكُمْ
rosUluhU رَسُولُهُ
yaEtaSimmm يَعْتَصِمْ
hudiya هُدِيَ
tuqOtihI تُقَاتِهِ
waEtaSimU وَاعْتَصِمُوا
biHaBlil بِحَبْلِ
tafarroqU تَفَرَّقُوا
eaEdAAeaN أَعْدَاءً
faeallafa فَأَلَّفَ
qulUbikum قُلُوبِكُمْ
faeaSbaHtummm فَأَصْبَحْتُمْ
biniEmatihII بِنِعْمَتِهِ
eixwAnaww إِخْوَانًا
XafA شَفَا
Hufrotimm حُفْرَةٍ
faeaNqocakumm فَأَنْقَذَكُمْ
waltakumm وَلْتَكُنْ
eummatuyy أُمَّةٌ
xVri الْخَيْرِ
wayaemurUna وَيَأْمُرُونَ
wayanhWna وَيَنْهَوْنَ
muNkari الْمُنْكَرِ
kallacIna كَالَّذِينَ
waxtalafU وَاخْتَلَفُوا
taByaMMu تَبْيَضُّ
wujUhuww وُجُوهٌ
wataswaddu وَتَسْوَدُّ
wujUhuN وُجُوهٌ
swaddat اسْوَدَّتْ
wujUhuhum وُجُوهُهُمْ
eakafartummm أَكَفَرْتُمْ
facUqUl فَذُوقُوا
lacInaB الَّذِينَ
yaMMot ابْيَضَّتْ
fafI فَفِي
roHmatil رَحْمَةِ
Zulmal ظُلْمًا
xVro خَيْرَ
eummatin أُمَّةٍ
euxrijat أُخْرِجَتْ
taemurUna تَأْمُرُونَ
watanhWna وَتَنْهَوْنَ
watueminUna وَتُؤْمِنُونَ
eahlul أَهْلُ
lakAna لَكَانَ
xVrol خَيْرًا
mueminUna الْمُؤْمِنُونَ
waeakvaruhumul وَأَكْثَرُهُمُ
yaMurrUkum يَضُرُّوكُمْ
yuwallUkumul يُوَلُّوكُمُ
eadbAro الْأَدْبَارَ
Muribat ضُرِبَتْ
vuqifUU ثُقِفُوا
biHaBlimm بِحَبْلٍ
waHaBlimm وَحَبْلٍ
maskanatu الْمَسْكَنَةُ
eammmbiyAAea الْأَنْبِيَاءَ
HaqqiN حَقٍّ
lYsU لَيْسُوا
sawAAeamm سَوَاءً
qOOeimatuyy قَائِمَةٌ
yatlUna يَتْلُونَ
eAnAAeal آنَاءَ
yasjudUn يَسْجُدُونَ
wayusAriEUna وَيُسَارِعُونَ
yafEalU يَفْعَلُوا
yukfarUhu يُكْفَرُوهُ
bilmuttaqIn بِالْمُتَّقِينَ
mavalu مَثَلُ
hAcihi هَٰذِهِ
rIHiN رِيحٍ
Sirrun صِرٌّ
eaSObat أَصَابَتْ
Harva حَرْثَ
qCmiN قَوْمٍ
faeahlakathu فَأَهْلَكَتْهُ
ZolamahumuL ظَلَمَهُمُ
walAkin وَلَٰكِنْ
tattaxicU تَتَّخِذُوا
bipOnatamm بِطَانَةً
dUnikum دُونِكُمْ
yaelUnakum يَأْلُونَكُمْ
xobAlaww خَبَالًا
waddU وَدُّوا
Eanittum عَنِتُّمْ
badatil بَدَتِ
bagMOOeu الْبَغْضَاءُ
eafwAhihim أَفْوَاهِهِمْ
tuxfI تُخْفِي
SudUruhum صُدُورُهُمْ
bayyannA بَيَّنَّا
eulAAei أُولَاءِ
tuHibbUnahum تُحِبُّونَهُمْ
yuHibbUnakum يُحِبُّونَكُمْ
kullihI كُلِّهِ
laqUkum لَقُوكُمْ
EaMMU عَضُّوا
eanAmila الْأَنَامِلَ
gVZi الْغَيْظِ
bigVZikum بِغَيْظِكُمْ
bicAtiS بِذَاتِ
SudUr الصُّدُورِ
tamsaskum تَمْسَسْكُمْ
HasanatuN حَسَنَةٌ
tasuehum تَسُؤْهُمْ
tuSiBkum تُصِبْكُمْ
sayyieatuyy سَيِّئَةٌ
yafroHU يَفْرَحُوا
taSbirU تَصْبِرُوا
yaMurrukum يَضُرُّكُمْ
kYduhum كَيْدُهُمْ
yaEmalUna يَعْمَلُونَ
muHIP مُحِيطٌ
godWta غَدَوْتَ
eahlika أَهْلِكَ
tubawwieul تُبَوِّئُ
maqOEida مَقَاعِدَ
lilqitAli لِلْقِتَالِ
hammaPp هَمَّتْ
pOOeifatAni طَائِفَتَانِ
tafXalA تَفْشَلَا
waliyyuhumA وَلِيُّهُمَا
waEalaL وَعَلَى
falyatawakkalil فَلْيَتَوَكَّلِ
mueminUn الْمُؤْمِنُونَ
naSorokumuL نَصَرَكُمُ
bibaDriww بِبَدْرٍ
eacillatuN أَذِلَّةٌ
taqUlu تَقُولُ
lilmueminIna لِلْمُؤْمِنِينَ
ealayy أَلَنْ
yakfiyakum يَكْفِيَكُمْ
yumiddakum يُمِدَّكُمْ
robbukummm رَبُّكُمْ
bivalAvati بِثَلَاثَةِ
eAlAfimm آلَافٍ
muNzalIn مُنْزَلِينَ
balAA بَلَىٰ
wayaetUkumm وَيَأْتُوكُمْ
fWrihim فَوْرِهِمْ
yumdiDkum يُمْدِدْكُمْ
bixomsati بِخَمْسَةِ
musawwimIn مُسَوِّمِينَ
jaEalahuL جَعَلَهُ
buXrO بُشْرَىٰ
walitaPmaeinna وَلِتَطْمَئِنَّ
qulUbukummm قُلُوبُكُمْ
wamAn وَمَا
naSru النَّصْرُ
EazIzi الْعَزِيزِ
liyaqpoEa لِيَقْطَعَ
porofamm طَرَفًا
yakbitahum يَكْبِتَهُمْ
fayaNqolibU فَيَنْقَلِبُوا
xOOeibIn خَائِبِينَ
eamri الْأَمْرِ
XYeun شَيْءٌ
yatUba يَتُوبَ
yuEaccibahum يُعَذِّبَهُمْ
faeinnahum فَإِنَّهُمْ
yagfiru يَغْفِرُ
taekulUr تَأْكُلُوا
eaMEAfamm أَضْعَافًا
muMOEafataww مُضَاعَفَةً
wattaqUn وَاتَّقُوا
waeapIEUL وَأَطِيعُوا
turHamUn تُرْحَمُونَ
wasAriEUU وَسَارِعُوا
magfirotimm مَغْفِرَةٍ
wajannatin وَجَنَّةٍ
EarMuhAs عَرْضُهَا
samAwAtu السَّمَاوَاتُ
walearMu وَالْأَرْضُ
sarrOOei السَّرَّاءِ
walkAZimInal وَالْكَاظِمِينَ
gVZo الْغَيْظَ
walEAfIna وَالْعَافِينَ
Eanin عَنِ
faEalU فَعَلُوا
fAHiXatan فَاحِشَةً
cakarUL ذَكَرُوا
fastagfarU فَاسْتَغْفَرُوا
licunUbihim لِذُنُوبِهِمْ
yagfiruc يَغْفِرُ
cunUba الذُّنُوبَ
yuSirrU يُصِرُّوا
jazAAeuhumm جَزَاؤُهُمْ
magfirotumm مَغْفِرَةٌ
wajannAtuN وَجَنَّاتٌ
waniEma وَنِعْمَ
eaJrul أَجْرُ
EAmilIn الْعَامِلِينَ
sunanuN سُنَنٌ
fasIrU فَسِيرُوا
faNZurU فَانْظُرُوا
EAqibatul عَاقِبَةُ
mukaccibIn الْمُكَذِّبِينَ
bayAnul بَيَانٌ
wamWEiZotul وَمَوْعِظَةٌ
tahinU تَهِنُوا
taHzanU تَحْزَنُوا
waeaNtumul وَأَنْتُمُ
eaElWna الْأَعْلَوْنَ
eiyy إِنْ
yamsaskum يَمْسَسْكُمْ
qorHuN قَرْحٌ
massal مَسَّ
qCma الْقَوْمَ
qorHumm قَرْحٌ
mivluhU مِثْلُهُ
watilkal وَتِلْكَ
eayyAmu الْأَيَّامُ
nudAwiluhA نُدَاوِلُهَا
waliyaElamaL وَلِيَعْلَمَ
wayattaxica وَيَتَّخِذَ
waliyumaHHiSol وَلِيُمَحِّصَ
wayamHaqol وَيَمْحَقَ
yaElamil يَعْلَمِ
jAhadU جَاهَدُوا
wayaElamaS وَيَعْلَمَ
tamannWnal تَمَنَّوْنَ
talqChu تَلْقَوْهُ
roeYtumUhu رَأَيْتُمُوهُ
muHammadun مُحَمَّدٌ
rosUluN رَسُولٌ
qoBlihir قَبْلِهِ
eafaeimm أَفَإِنْ
mAta مَاتَ
qutilaN قُتِلَ
qolaBtum انْقَلَبْتُمْ
eaEqObikum أَعْقَابِكُمْ
yaNqoliB يَنْقَلِبْ
yaMurrol يَضُرَّ
wasayaJzIl وَسَيَجْزِي
lahuX اللَّهُ
XAkirIn الشَّاكِرِينَ
linafsin لِنَفْسٍ
tamUta تَمُوتَ
kitAbamm كِتَابًا
mueajjalaww مُؤَجَّلًا
yuriD يُرِدْ
vawAbad ثَوَابَ
nuetihI نُؤْتِهِ
vawAbal ثَوَابَ
wasanaJzIX وَسَنَجْزِي
wakaeayyimm وَكَأَيِّنْ
nabiyyiN نَبِيٍّ
qOtala قَاتَلَ
ribbiyyUna رِبِّيُّونَ
kavIruN كَثِيرٌ
wahanU وَهَنُوا
limAA لِمَا
eaSObahum أَصَابَهُمْ
MoEufU ضَعُفُوا
stakAnU اسْتَكَانُوا
yuHibbuS يُحِبُّ
qClahum قَوْلَهُمْ
gfir اغْفِرْ
waeisrOfanA وَإِسْرَافَنَا
eamrinA أَمْرِنَا
faeAtAhumuL فَآتَاهُمُ
waHusna وَحُسْنَ
vawAbil ثَوَابِ
tupIEUl تُطِيعُوا
fataNqolibU فَتَنْقَلِبُوا
xOsirIn خَاسِرِينَ
balil بَلِ
mWlAkum مَوْلَاكُمْ
nASirIn النَّاصِرِينَ
sanulqI سَنُلْقِي
qulUbil قُلُوبِ
kafarUr كَفَرُوا
ruEba الرُّعْبَ
yunazzil يُنَزِّلْ
sulpOnaww سُلْطَانًا
wamaewAhumun وَمَأْوَاهُمُ
wabiesa وَبِئْسَ
mavwaZ مَثْوَى
SodaqokumuL صَدَقَكُمُ
waEdahUU وَعْدَهُ
taHussUnahummm تَحُسُّونَهُمْ
HattAA حَتَّىٰ
faXiltum فَشِلْتُمْ
watanAzaEtum وَتَنَازَعْتُمْ
waEaSVtumm وَعَصَيْتُمْ
earOkumm أَرَاكُمْ
yurIdud يُرِيدُ
wamiNkumm وَمِنْكُمْ
yurIdul يُرِيدُ
eAxirota الْآخِرَةَ
Sorofakum صَرَفَكُمْ
liyaBtaliyakum لِيَبْتَلِيَكُمْ
EafA عَفَا
tuSEidUna تُصْعِدُونَ
talwUna تَلْوُونَ
eaHadiww أَحَدٍ
warrosUlu وَالرَّسُولُ
yaDEUkum يَدْعُوكُمْ
euxrOkum أُخْرَاكُمْ
faeavAbakum فَأَثَابَكُمْ
gommammm غَمًّا
bigommil بِغَمٍّ
likYlA لِكَيْلَا
fAtakum فَاتَكُمْ
eaSObakum أَصَابَكُمْ
xobIrummm خَبِيرٌ
baEdil بَعْدِ
gommi الْغَمِّ
eamanatann أَمَنَةً
nuEAsayy نُعَاسًا
yagXA يَغْشَىٰ
pOOeifatamm طَائِفَةً
wapOOeifatuN وَطَائِفَةٌ
eahammathum أَهَمَّتْهُمْ
eaNfusuhum أَنْفُسُهُمْ
Zonnal ظَنَّ
jAhiliyyati الْجَاهِلِيَّةِ
eamro الْأَمْرَ
kullahU كُلَّهُ
yuxfUna يُخْفُونَ
yubdUna يُبْدُونَ
XYeumm شَيْءٌ
qutilnA قُتِلْنَا
hAhunA هَاهُنَا
labarozal لَبَرَزَ
qotlu الْقَتْلُ
maMOjiEihim مَضَاجِعِهِمْ
waliyaBtaliyaL وَلِيَبْتَلِيَ
waliyumaHHiSo وَلِيُمَحِّصَ
taqVl الْتَقَى
jamEAni الْجَمْعَانِ
stazallahumuX اسْتَزَلَّهُمُ
bibaEMi بِبَعْضِ
EafAL عَفَا
lieixwAnihim لِإِخْوَانِهِمْ
MorobU ضَرَبُوا
guzzal غُزًّى
EiNdanA عِنْدَنَا
mAtU مَاتُوا
qutilU قُتِلُوا
liyaJEalaL لِيَجْعَلَ
HasrotaN حَسْرَةً
walaeiN وَلَئِنْ
qutiltum قُتِلْتُمْ
muttum مُتُّمْ
lamagfirotumm لَمَغْفِرَةٌ
waroHmatun وَرَحْمَةٌ
yaJmaEUn يَجْمَعُونَ
walaeimm وَلَئِنْ
laeilaL لَإِلَى
fabimA فَبِمَا
roHmatimm رَحْمَةٍ
liNta لِنْتَ
faZZon فَظًّا
golIZol غَلِيظَ
qolbi الْقَلْبِ
laNfaMMU لَانْفَضُّوا
HWlika حَوْلِكَ
faEfu فَاعْفُ
wastagfir وَاسْتَغْفِرْ
waXAwirhum وَشَاوِرْهُمْ
Eazamta عَزَمْتَ
fatawakkal فَتَوَكَّلْ
mutawakkilIn الْمُتَوَكِّلِينَ
yaNSurkumuL يَنْصُرْكُمُ
gOliba غَالِبَ
yaxculkum يَخْذُلْكُمْ
yaNSurukumm يَنْصُرُكُمْ
linabiyyin لِنَبِيٍّ
yagulla يَغُلَّ
yaglul يَغْلُلْ
golla غَلَّ
eafamanit أَفَمَنِ
tabaEa اتَّبَعَ
riMwAnaL رِضْوَانَ
kamammm كَمَنْ
bAAea بَاءَ
bisaxopimm بِسَخَطٍ
wamaewAhu وَمَأْوَاهُ
darojAtun دَرَجَاتٌ
laqoD لَقَدْ
mannaL مَنَّ
MolAlimm ضَلَالٍ
mubIn مُبِينٍ
eawalammAA أَوَلَمَّا
eaSObatkumm أَصَابَتْكُمْ
eaSoBtumm أَصَبْتُمْ
mivlYhA مِثْلَيْهَا
fabieicnil فَبِإِذْنِ
waliyaElamal وَلِيَعْلَمَ
nAfaqU نَافَقُوا
waqIla وَقِيلَ
qOtilU قَاتِلُوا
eawiD أَوِ
faEU ادْفَعُوا
naElamu نَعْلَمُ
qitAlal قِتَالًا
lattabaEnAkum لَاتَّبَعْنَاكُمْ
lilkufri لِلْكُفْرِ
yWmaeicin يَوْمَئِذٍ
lileImAni لِلْإِيمَانِ
bieafwAhihimm بِأَفْوَاهِهِمْ
yaktumUn يَكْتُمُونَ
waqoEadU وَقَعَدُوا
eapOEUnA أَطَاعُونَا
faDroeU فَادْرَءُوا
eaNfusikumul أَنْفُسِكُمُ
taHsabannal تَحْسَبَنَّ
eamwAtammm أَمْوَاتًا
eaHyAAeun أَحْيَاءٌ
yurzaqUn يُرْزَقُونَ
fariHIna فَرِحِينَ
eAtAhumuL آتَاهُمُ
wayastaBXirUna وَيَسْتَبْشِرُونَ
billacIna بِالَّذِينَ
yalHaqU يَلْحَقُوا
bihimm بِهِمْ
xolfihim خَلْفِهِمْ
yastaBXirUna يَسْتَبْشِرُونَ
biniEmatimm بِنِعْمَةٍ
wafaMliww وَفَضْلٍ
yuMIEu يُضِيعُ
eaJrol أَجْرَ
stajAbU اسْتَجَابُوا
warrosUli وَالرَّسُولِ
eaSObahumul أَصَابَهُمُ
qorHu الْقَرْحُ
eaHsanU أَحْسَنُوا
eaJrun أَجْرٌ
lahumun لَهُمُ
einnan إِنَّ
jamaEU جَمَعُوا
faxXWhum فَاخْشَوْهُمْ
fazAdahum فَزَادَهُمْ
eImAnaww إِيمَانًا
HasbunAL حَسْبُنَا
waniEmal وَنِعْمَ
wakIl الْوَكِيلُ
faNqolabU فَانْقَلَبُوا
wafaMlil وَفَضْلٍ
yamsashum يَمْسَسْهُمْ
sUUeuww سُوءٌ
EaZIm عَظِيمٍ
cAlikumuX ذَٰلِكُمُ
yuxowwifu يُخَوِّفُ
eWliyAAeahU أَوْلِيَاءَهُ
taxOfUhum تَخَافُوهُمْ
waxOfUni وَخَافُونِ
yaHzuNkal يَحْزُنْكَ
yusAriEUna يُسَارِعُونَ
kufri الْكُفْرِ
yaMurrUL يَضُرُّوا
XYeayy شَيْئًا
yaJEala يَجْعَلَ
HaZZoN حَظًّا
Xtarowul اشْتَرَوُا
yaHsabannal يَحْسَبَنَّ
eannamA أَنَّمَا
numlI نُمْلِي
lieaNfusihim لِأَنْفُسِهِمْ
liyazdAdUU لِيَزْدَادُوا
eivmaww إِثْمًا
liyacarol لِيَذَرَ
yamIzal يَمِيزَ
poyyibi الطَّيِّبِ
liyuPliEakum لِيُطْلِعَكُمْ
yaJtabI يَجْتَبِي
faeAminU فَآمِنُوا
tueminU تُؤْمِنُوا
yaBxolUna يَبْخَلُونَ
lahummm لَهُمْ
sayupowwaqUna سَيُطَوَّقُونَ
baxilU بَخِلُوا
mIrOvus مِيرَاثُ
samiEaL سَمِعَ
qClal قَوْلَ
faqIruww فَقِيرٌ
eagniyAAeu أَغْنِيَاءُ
sanaktubu سَنَكْتُبُ
waqotlahumul وَقَتْلَهُمُ
wanaqUlu وَنَقُولُ
cUqU ذُوقُوا
lHarIQ الْحَرِيقِ
eYdIkum أَيْدِيكُمْ
biZollAmil بِظَلَّامٍ
lilEabID لِلْعَبِيدِ
Eahida عَهِدَ
eilYnAA إِلَيْنَا
lirosUlin لِرَسُولٍ
yaetiyanA يَأْتِيَنَا
biqurbAniN بِقُرْبَانٍ
taekuluhun تَأْكُلُهُ
rusulumm رُسُلٌ
qoBlI قَبْلِي
wabillacI وَبِالَّذِي
qotaltumUhum قَتَلْتُمُوهُمْ
kaccabUka كَذَّبُوكَ
kucciba كُذِّبَ
jAAeU جَاءُوا
wazzuburi وَالزُّبُرِ
walkitAbil وَالْكِتَابِ
munIr الْمُنِيرِ
cAAeiqotul ذَائِقَةُ
waeinnamA وَإِنَّمَا
tuwaffWna تُوَفَّوْنَ
eujUrokum أُجُورَكُمْ
zuHziHa زُحْزِحَ
waeuDxilal وَأُدْخِلَ
fAza فَازَ
dunyAA الدُّنْيَا
matAEul مَتَاعُ
gurUr الْغُرُورِ
latuBlawunna لَتُبْلَوُنَّ
waeaNfusikum وَأَنْفُسِكُمْ
walatasmaEunna وَلَتَسْمَعُنَّ
eaXrokUU أَشْرَكُوا
Eazmil عَزْمِ
eumUr الْأُمُورِ
mIvAqol مِيثَاقَ
latubayyinunnahU لَتُبَيِّنُنَّهُ
taktumUnahU تَكْتُمُونَهُ
fanabacUhu فَنَبَذُوهُ
waXtarC وَاشْتَرَوْا
fabiesa فَبِئْسَ
yaXtarUn يَشْتَرُونَ
yafroHUna يَفْرَحُونَ
eatWw أَتَوْا
wayuHibbUna وَيُحِبُّونَ
yuHmadU يُحْمَدُوا
taHsabannahummm تَحْسَبَنَّهُمْ
bimafAzatimm بِمَفَازَةٍ
yackurUnaL يَذْكُرُونَ
qiyAmaww قِيَامًا
waquEUdaww وَقُعُودًا
junUbihim جُنُوبِهِمْ
wayatafakkarUna وَيَتَفَكَّرُونَ
xolaQta خَلَقْتَ
bApilaN بَاطِلًا
faqinA فَقِنَا
tuDxilin تُدْخِلِ
eaxzYtahU أَخْزَيْتَهُ
einnanA إِنَّنَا
munAdiyayy مُنَادِيًا
yunAdI يُنَادِي
birobbikum بِرَبِّكُمْ
faeAmannA فَآمَنَّا
wakaffir وَكَفِّرْ
sayyieAtinA سَيِّئَاتِنَا
watawaffanA وَتَوَفَّنَا
eaBrOr الْأَبْرَارِ
waeAtinA وَآتِنَا
waEaDttanA وَعَدْتَنَا
rusulika رُسُلِكَ
tuxzinA تُخْزِنَا
tuxliful تُخْلِفُ
fastajAba فَاسْتَجَابَ
robbuhum رَبُّهُمْ
euMIEu أُضِيعُ
Eamala عَمَلَ
EAmilimm عَامِلٍ
cakarin ذَكَرٍ
baEMukumm بَعْضُكُمْ
fallacIna فَالَّذِينَ
waeuxrijU وَأُخْرِجُوا
waeUcU وَأُوذُوا
sabIlI سَبِيلِي
waqOtalU وَقَاتَلُوا
waqutilU وَقُتِلُوا
laeukaffironna لَأُكَفِّرَنَّ
sayyieAtihim سَيِّئَاتِهِمْ
walaeuDxilannahum وَلَأُدْخِلَنَّهُمْ
vawAbamm ثَوَابًا
Husnuv حُسْنُ
vawAB الثَّوَابِ
yagurronnaka يَغُرَّنَّكَ
taqollubul تَقَلُّبُ
bilAD الْبِلَادِ
matAEuN مَتَاعٌ
qolIluN قَلِيلٌ
maewAhum مَأْوَاهُمْ
lAkinil لَٰكِنِ
robbahum رَبَّهُمْ
nuzulamm نُزُلًا
lileaBrOr لِلْأَبْرَارِ
lamayy لَمَنْ
xOXiEIna خَاشِعِينَ
SbirU اصْبِرُوا
waSObirU وَصَابِرُوا
warObipU وَرَابِطُوا
nAsut النَّاسُ
taqU اتَّقُوا
xolaqokumm خَلَقَكُمْ
nafsiww نَفْسٍ
wAHidatiww وَاحِدَةٍ
waxolaqo وَخَلَقَ
zWjahA زَوْجَهَا
rijAlaN رِجَالًا
wanisAAeaww وَنِسَاءً
Lahal اللَّهَ
tasAAealUna تَسَاءَلُونَ
walearHAma وَالْأَرْحَامَ
roqIbA رَقِيبًا
waeAtUl وَآتُوا
yatAmAA الْيَتَامَىٰ
tatabaddalUl تَتَبَدَّلُوا
bippoyyibi بِالطَّيِّبِ
HUbaN حُوبًا
kabIrO كَبِيرًا
tuQsipU تُقْسِطُوا
faNkiHU فَانْكِحُوا
pOba طَابَ
mavnA مَثْنَىٰ
wavulAva وَثُلَاثَ
warubAEa وَرُبَاعَ
taEdilU تَعْدِلُوا
fawAHidatan فَوَاحِدَةً
malakat مَلَكَتْ
eYmAnukum أَيْمَانُكُمْ
eaDnAA أَدْنَىٰ
taEUlU تَعُولُوا
waeAtUn وَآتُوا
SoduqOtihinna صَدُقَاتِهِنَّ
niHlataN نِحْلَةً
piBna طِبْنَ
fakulUhu فَكُلُوهُ
hanIIeamm هَنِيئًا
marIIeA مَرِيئًا
tuetUs تُؤْتُوا
sufahAAea السُّفَهَاءَ
eamwAlakumul أَمْوَالَكُمُ
jaEalaL جَعَلَ
warzuqUhum وَارْزُقُوهُمْ
waksUhum وَاكْسُوهُمْ
maErUfA مَعْرُوفًا
waBtalUl وَابْتَلُوا
balagUn بَلَغُوا
nikAHa النِّكَاحَ
eAnastumm آنَسْتُمْ
